m,TagName,
"2012-10-01 00:00:00","ruby","2244"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","302"
"2012-11-01 00:00:00","c","3173"
"2012-11-01 00:00:00","c#","12167"
"2012-11-01 00:00:00","c++","6237"
"2012-11-01 00:00:00","delphi","440"
"2012-11-01 00:00:00","go","102"
"2012-11-01 00:00:00","java","13496"
"2012-11-01 00:00:00","javascript","12262"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11666"
"2012-11-01 00:00:00","python","6367"
"2012-11-01 00:00:00","r","1341"
"2012-11-01 00:00:00","ruby","2122"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","259"
"2012-12-01 00:00:00","c","2552"
"2012-12-01 00:00:00","c#","10876"
"2012-12-01 00:00:00","c++","5651"
"2012-12-01 00:00:00","delphi","425"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12323"
"2012-12-01 00:00:00","javascript","11662"
"2012-12-01 00:00:00","perl","550"
"2012-12-01 00:00:00","php","10944"
"2012-12-01 00:00:00","python","5718"
"2012-12-01 00:00:00","r","1204"
"2012-12-01 00:00:00","ruby","1899"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","290"
"2013-01-01 00:00:00","c","2889"
"2013-01-01 00:00:00","c#","12678"
"2013-01-01 00:00:00","c++","6003"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","100"
"2013-01-01 00:00:00","java","13611"
"2013-01-01 00:00:00","javascript","13705"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12768"
"2013-01-01 00:00:00","python","6519"
"2013-01-01 00:00:00","r","1503"
"2013-01-01 00:00:00","ruby","2292"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3081"
"2013-02-01 00:00:00","c#","12423"
"2013-02-01 00:00:00","c++","6028"
"2013-02-01 00:00:00","delphi","443"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13592"
"2013-02-01 00:00:00","javascript","13552"
"2013-02-01 00:00:00","perl","744"
"2013-02-01 00:00:00","php","12428"
"2013-02-01 00:00:00","python","6692"
"2013-02-01 00:00:00","r","1652"
"2013-02-01 00:00:00","ruby","2208"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","366"
"2013-03-01 00:00:00","c","3407"
"2013-03-01 00:00:00","c#","14159"
"2013-03-01 00:00:00","c++","7139"
"2013-03-01 00:00:00","delphi","519"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15795"
"2013-03-01 00:00:00","javascript","15190"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","13977"
"2013-03-01 00:00:00","python","7571"
"2013-03-01 00:00:00","r","1834"
"2013-03-01 00:00:00","ruby","2548"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","328"
"2013-04-01 00:00:00","c","3508"
"2013-04-01 00:00:00","c#","13786"
"2013-04-01 00:00:00","c++","7067"
"2013-04-01 00:00:00","delphi","504"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16075"
"2013-04-01 00:00:00","javascript","15207"
"2013-04-01 00:00:00","perl","836"
"2013-04-01 00:00:00","php","13269"
"2013-04-01 00:00:00","python","7873"
"2013-04-01 00:00:00","r","1825"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","298"
"2013-05-01 00:00:00","c","3170"
"2013-05-01 00:00:00","c#","13335"
"2013-05-01 00:00:00","c++","6774"
"2013-05-01 00:00:00","delphi","524"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15104"
"2013-05-01 00:00:00","javascript","14935"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","12929"
"2013-05-01 00:00:00","python","7758"
"2013-05-01 00:00:00","r","1767"
"2013-05-01 00:00:00","ruby","2331"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","291"
"2013-06-01 00:00:00","c","2919"
"2013-06-01 00:00:00","c#","12659"
"2013-06-01 00:00:00","c++","6153"
"2013-06-01 00:00:00","delphi","472"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13781"
"2013-06-01 00:00:00","javascript","14467"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12583"
"2013-06-01 00:00:00","python","7543"
"2013-06-01 00:00:00","r","1754"
"2013-06-01 00:00:00","ruby","2209"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","294"
"2013-07-01 00:00:00","c","2980"
"2013-07-01 00:00:00","c#","14021"
"2013-07-01 00:00:00","c++","6531"
"2013-07-01 00:00:00","delphi","500"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","14995"
"2013-07-01 00:00:00","javascript","16666"
"2013-07-01 00:00:00","perl","949"
"2013-07-01 00:00:00","php","14140"
"2013-07-01 00:00:00","python","8550"
"2013-07-01 00:00:00","r","1952"
"2013-07-01 00:00:00","ruby","2427"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2987"
"2013-08-01 00:00:00","c#","13724"
"2013-08-01 00:00:00","c++","6200"
"2013-08-01 00:00:00","delphi","446"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14885"
"2013-08-01 00:00:00","javascript","16690"
"2013-08-01 00:00:00","perl","830"
"2013-08-01 00:00:00","php","14152"
"2013-08-01 00:00:00","python","7889"
"2013-08-01 00:00:00","r","1904"
"2013-08-01 00:00:00","ruby","2469"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","287"
"2013-09-01 00:00:00","c","3358"
"2013-09-01 00:00:00","c#","13613"
"2013-09-01 00:00:00","c++","6470"
"2013-09-01 00:00:00","delphi","484"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16067"
"2013-09-01 00:00:00","javascript","17523"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14057"
"2013-09-01 00:00:00","python","7892"
"2013-09-01 00:00:00","r","1696"
"2013-09-01 00:00:00","ruby","2375"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","373"
"2013-10-01 00:00:00","c","4208"
"2013-10-01 00:00:00","c#","15048"
"2013-10-01 00:00:00","c++","7891"
"2013-10-01 00:00:00","delphi","515"
"2013-10-01 00:00:00","go","210"
"2013-10-01 00:00:00","java","18509"
"2013-10-01 00:00:00","javascript","19535"
"2013-10-01 00:00:00","perl","808"
"2013-10-01 00:00:00","php","15119"
"2013-10-01 00:00:00","python","9410"
"2013-10-01 00:00:00","r","2070"
"2013-10-01 00:00:00","ruby","2780"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","415"
"2013-11-01 00:00:00","c","4243"
"2013-11-01 00:00:00","c#","14440"
"2013-11-01 00:00:00","c++","8039"
"2013-11-01 00:00:00","delphi","454"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18506"
"2013-11-01 00:00:00","javascript","18299"
"2013-11-01 00:00:00","perl","812"
"2013-11-01 00:00:00","php","14627"
"2013-11-01 00:00:00","python","9416"
"2013-11-01 00:00:00","r","2165"
"2013-11-01 00:00:00","ruby","2565"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","351"
"2013-12-01 00:00:00","c","3477"
"2013-12-01 00:00:00","c#","13488"
"2013-12-01 00:00:00","c++","6934"
"2013-12-01 00:00:00","delphi","442"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17249"
"2013-12-01 00:00:00","javascript","17857"
"2013-12-01 00:00:00","perl","758"
"2013-12-01 00:00:00","php","14203"
"2013-12-01 00:00:00","python","8362"
"2013-12-01 00:00:00","r","1900"
"2013-12-01 00:00:00","ruby","2425"
"2013-12-01 00:00:00","swift","10"
"2014-01-01 00:00:00","assembly","334"
"2014-01-01 00:00:00","c","3695"
"2014-01-01 00:00:00","c#","15187"
"2014-01-01 00:00:00","c++","7602"
"2014-01-01 00:00:00","delphi","479"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18480"
"2014-01-01 00:00:00","javascript","20905"
"2014-01-01 00:00:00","perl","803"
"2014-01-01 00:00:00","php","16546"
"2014-01-01 00:00:00","python","9766"
"2014-01-01 00:00:00","r","2328"
"2014-01-01 00:00:00","ruby","2744"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","372"
"2014-02-01 00:00:00","c","3941"
"2014-02-01 00:00:00","c#","14983"
"2014-02-01 00:00:00","c++","7581"
"2014-02-01 00:00:00","delphi","490"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19014"
"2014-02-01 00:00:00","javascript","20932"
"2014-02-01 00:00:00","perl","786"
"2014-02-01 00:00:00","php","16275"
"2014-02-01 00:00:00","python","9809"
"2014-02-01 00:00:00","r","2603"
"2014-02-01 00:00:00","ruby","2583"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","446"
"2014-03-01 00:00:00","c","4521"
"2014-03-01 00:00:00","c#","16007"
"2014-03-01 00:00:00","c++","8580"
"2014-03-01 00:00:00","delphi","439"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21693"
"2014-03-01 00:00:00","javascript","22443"
"2014-03-01 00:00:00","perl","903"
"2014-03-01 00:00:00","php","18067"
"2014-03-01 00:00:00","python","11323"
"2014-03-01 00:00:00","r","2780"
"2014-03-01 00:00:00","ruby","2932"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","358"
"2014-04-01 00:00:00","c","3962"
"2014-04-01 00:00:00","c#","15136"
"2014-04-01 00:00:00","c++","8047"
"2014-04-01 00:00:00","delphi","384"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20584"
"2014-04-01 00:00:00","javascript","21209"
"2014-04-01 00:00:00","perl","819"
"2014-04-01 00:00:00","php","17381"
"2014-04-01 00:00:00","python","10651"
"2014-04-01 00:00:00","r","2708"
"2014-04-01 00:00:00","ruby","2734"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","325"
"2014-05-01 00:00:00","c","3218"
"2014-05-01 00:00:00","c#","13731"
"2014-05-01 00:00:00","c++","6688"
"2014-05-01 00:00:00","delphi","467"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17695"
"2014-05-01 00:00:00","javascript","19526"
"2014-05-01 00:00:00","perl","792"
"2014-05-01 00:00:00","php","14499"
"2014-05-01 00:00:00","python","9129"
"2014-05-01 00:00:00","r","2562"
"2014-05-01 00:00:00","ruby","2658"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","262"
"2014-06-01 00:00:00","c","2740"
"2014-06-01 00:00:00","c#","12326"
"2014-06-01 00:00:00","c++","5578"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15685"
"2014-06-01 00:00:00","javascript","18051"
"2014-06-01 00:00:00","perl","674"
"2014-06-01 00:00:00","php","12769"
"2014-06-01 00:00:00","python","8803"
"2014-06-01 00:00:00","r","2377"
"2014-06-01 00:00:00","ruby","2321"
"2014-06-01 00:00:00","swift","2379"
"2014-07-01 00:00:00","assembly","212"
"2014-07-01 00:00:00","c","2804"
"2014-07-01 00:00:00","c#","13489"
"2014-07-01 00:00:00","c++","6180"
"2014-07-01 00:00:00","delphi","441"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17149"
"2014-07-01 00:00:00","javascript","19870"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14051"
"2014-07-01 00:00:00","python","9820"
"2014-07-01 00:00:00","r","2610"
"2014-07-01 00:00:00","ruby","2544"
"2014-07-01 00:00:00","swift","1627"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2658"
"2014-08-01 00:00:00","c#","12346"
"2014-08-01 00:00:00","c++","5809"
"2014-08-01 00:00:00","delphi","419"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15533"
"2014-08-01 00:00:00","javascript","18233"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13013"
"2014-08-01 00:00:00","python","9037"
"2014-08-01 00:00:00","r","2445"
"2014-08-01 00:00:00","ruby","2450"
"2014-08-01 00:00:00","swift","1682"
"2014-09-01 00:00:00","assembly","272"
"2014-09-01 00:00:00","c","3207"
"2014-09-01 00:00:00","c#","12197"
"2014-09-01 00:00:00","c++","6115"
"2014-09-01 00:00:00","delphi","441"
"2014-09-01 00:00:00","go","389"
"2014-09-01 00:00:00","java","16465"
"2014-09-01 00:00:00","javascript","17923"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13158"
"2014-09-01 00:00:00","python","8682"
"2014-09-01 00:00:00","r","2347"
"2014-09-01 00:00:00","ruby","2259"
"2014-09-01 00:00:00","swift","1885"
"2014-10-01 00:00:00","assembly","382"
"2014-10-01 00:00:00","c","3768"
"2014-10-01 00:00:00","c#","12427"
"2014-10-01 00:00:00","c++","6753"
"2014-10-01 00:00:00","delphi","405"
"2014-10-01 00:00:00","go","378"
"2014-10-01 00:00:00","java","17681"
"2014-10-01 00:00:00","javascript","18755"
"2014-10-01 00:00:00","perl","637"
"2014-10-01 00:00:00","php","13383"
"2014-10-01 00:00:00","python","9506"
"2014-10-01 00:00:00","r","2751"
"2014-10-01 00:00:00","ruby","2333"
"2014-10-01 00:00:00","swift","2447"
"2014-11-01 00:00:00","assembly","373"
"2014-11-01 00:00:00","c","3628"
"2014-11-01 00:00:00","c#","11748"
"2014-11-01 00:00:00","c++","6490"
"2014-11-01 00:00:00","delphi","422"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17645"
"2014-11-01 00:00:00","javascript","17817"
"2014-11-01 00:00:00","perl","655"
"2014-11-01 00:00:00","php","12865"
"2014-11-01 00:00:00","python","9503"
"2014-11-01 00:00:00","r","2687"
"2014-11-01 00:00:00","ruby","2105"
"2014-11-01 00:00:00","swift","2540"
"2014-12-01 00:00:00","assembly","316"
"2014-12-01 00:00:00","c","3135"
"2014-12-01 00:00:00","c#","10978"
"2014-12-01 00:00:00","c++","6018"
"2014-12-01 00:00:00","delphi","311"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16194"
"2014-12-01 00:00:00","javascript","16844"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12160"
"2014-12-01 00:00:00","python","8983"
"2014-12-01 00:00:00","r","2343"
"2014-12-01 00:00:00","ruby","2136"
"2014-12-01 00:00:00","swift","2469"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3194"
"2015-01-01 00:00:00","c#","11647"
"2015-01-01 00:00:00","c++","6078"
"2015-01-01 00:00:00","delphi","375"
"2015-01-01 00:00:00","go","467"
"2015-01-01 00:00:00","java","16386"
"2015-01-01 00:00:00","javascript","18388"
"2015-01-01 00:00:00","perl","587"
"2015-01-01 00:00:00","php","13444"
"2015-01-01 00:00:00","python","9612"
"2015-01-01 00:00:00","r","2663"
"2015-01-01 00:00:00","ruby","2409"
"2015-01-01 00:00:00","swift","3033"
"2015-02-01 00:00:00","assembly","352"
"2015-02-01 00:00:00","c","3348"
"2015-02-01 00:00:00","c#","11713"
"2015-02-01 00:00:00","c++","6420"
"2015-02-01 00:00:00","delphi","407"
"2015-02-01 00:00:00","go","379"
"2015-02-01 00:00:00","java","16600"
"2015-02-01 00:00:00","javascript","18512"
"2015-02-01 00:00:00","perl","559"
"2015-02-01 00:00:00","php","13370"
"2015-02-01 00:00:00","python","10133"
"2015-02-01 00:00:00","r","2945"
"2015-02-01 00:00:00","ruby","2250"
"2015-02-01 00:00:00","swift","3220"
"2015-03-01 00:00:00","assembly","375"
"2015-03-01 00:00:00","c","3898"
"2015-03-01 00:00:00","c#","13159"
"2015-03-01 00:00:00","c++","7331"
"2015-03-01 00:00:00","delphi","401"
"2015-03-01 00:00:00","go","467"
"2015-03-01 00:00:00","java","19584"
"2015-03-01 00:00:00","javascript","20363"
"2015-03-01 00:00:00","perl","627"
"2015-03-01 00:00:00","php","14767"
"2015-03-01 00:00:00","python","11501"
"2015-03-01 00:00:00","r","3543"
"2015-03-01 00:00:00","ruby","2451"
"2015-03-01 00:00:00","swift","3576"
"2015-04-01 00:00:00","assembly","430"
"2015-04-01 00:00:00","c","3929"
"2015-04-01 00:00:00","c#","12978"
"2015-04-01 00:00:00","c++","7085"
"2015-04-01 00:00:00","delphi","383"
"2015-04-01 00:00:00","go","385"
"2015-04-01 00:00:00","java","19636"
"2015-04-01 00:00:00","javascript","20759"
"2015-04-01 00:00:00","perl","573"
"2015-04-01 00:00:00","php","14782"
"2015-04-01 00:00:00","python","11342"
"2015-04-01 00:00:00","r","3297"
"2015-04-01 00:00:00","ruby","2491"
"2015-04-01 00:00:00","swift","3994"
"2015-05-01 00:00:00","assembly","364"
"2015-05-01 00:00:00","c","3502"
"2015-05-01 00:00:00","c#","13252"
"2015-05-01 00:00:00","c++","6760"
"2015-05-01 00:00:00","delphi","397"
"2015-05-01 00:00:00","go","395"
"2015-05-01 00:00:00","java","18367"
"2015-05-01 00:00:00","javascript","21985"
"2015-05-01 00:00:00","perl","524"
"2015-05-01 00:00:00","php","14409"
"2015-05-01 00:00:00","python","11141"
"2015-05-01 00:00:00","r","3402"
"2015-05-01 00:00:00","ruby","2497"
"2015-05-01 00:00:00","swift","3776"
"2015-06-01 00:00:00","assembly","262"
"2015-06-01 00:00:00","c","3145"
"2015-06-01 00:00:00","c#","13417"
"2015-06-01 00:00:00","c++","6455"
"2015-06-01 00:00:00","delphi","383"
"2015-06-01 00:00:00","go","420"
"2015-06-01 00:00:00","java","17663"
"2015-06-01 00:00:00","javascript","22412"
"2015-06-01 00:00:00","perl","567"
"2015-06-01 00:00:00","php","14175"
"2015-06-01 00:00:00","python","11686"
"2015-06-01 00:00:00","r","3395"
"2015-06-01 00:00:00","ruby","2565"
"2015-06-01 00:00:00","swift","4301"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2796"
"2015-07-01 00:00:00","c#","14017"
"2015-07-01 00:00:00","c++","6656"
"2015-07-01 00:00:00","delphi","384"
"2015-07-01 00:00:00","go","464"
"2015-07-01 00:00:00","java","18532"
"2015-07-01 00:00:00","javascript","23799"
"2015-07-01 00:00:00","perl","577"
"2015-07-01 00:00:00","php","15215"
"2015-07-01 00:00:00","python","12233"
"2015-07-01 00:00:00","r","3959"
"2015-07-01 00:00:00","ruby","2577"
"2015-07-01 00:00:00","swift","5125"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","c","2564"
"2015-08-01 00:00:00","c#","13146"
"2015-08-01 00:00:00","c++","5839"
"2015-08-01 00:00:00","delphi","382"
"2015-08-01 00:00:00","go","445"
"2015-08-01 00:00:00","java","16949"
"2015-08-01 00:00:00","javascript","22005"
"2015-08-01 00:00:00","perl","551"
"2015-08-01 00:00:00","php","14099"
"2015-08-01 00:00:00","python","11155"
"2015-08-01 00:00:00","r","3472"
"2015-08-01 00:00:00","ruby","2305"
"2015-08-01 00:00:00","swift","5066"
"2015-09-01 00:00:00","assembly","254"
"2015-09-01 00:00:00","c","3072"
"2015-09-01 00:00:00","c#","12846"
"2015-09-01 00:00:00","c++","5878"
"2015-09-01 00:00:00","delphi","355"
"2015-09-01 00:00:00","go","415"
"2015-09-01 00:00:00","java","16801"
"2015-09-01 00:00:00","javascript","21259"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13370"
"2015-09-01 00:00:00","python","10894"
"2015-09-01 00:00:00","r","3311"
"2015-09-01 00:00:00","ruby","2151"
"2015-09-01 00:00:00","swift","4526"
"2015-10-01 00:00:00","assembly","425"
"2015-10-01 00:00:00","c","3659"
"2015-10-01 00:00:00","c#","12708"
"2015-10-01 00:00:00","c++","6999"
"2015-10-01 00:00:00","delphi","420"
"2015-10-01 00:00:00","go","421"
"2015-10-01 00:00:00","java","18360"
"2015-10-01 00:00:00","javascript","21659"
"2015-10-01 00:00:00","perl","495"
"2015-10-01 00:00:00","php","13775"
"2015-10-01 00:00:00","python","12405"
"2015-10-01 00:00:00","r","3643"
"2015-10-01 00:00:00","ruby","2184"
"2015-10-01 00:00:00","swift","4276"
"2015-11-01 00:00:00","assembly","398"
"2015-11-01 00:00:00","c","3590"
"2015-11-01 00:00:00","c#","12299"
"2015-11-01 00:00:00","c++","7043"
"2015-11-01 00:00:00","delphi","386"
"2015-11-01 00:00:00","go","431"
"2015-11-01 00:00:00","java","17636"
"2015-11-01 00:00:00","javascript","21114"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13160"
"2015-11-01 00:00:00","python","12206"
"2015-11-01 00:00:00","r","3511"
"2015-11-01 00:00:00","ruby","1952"
"2015-11-01 00:00:00","swift","4301"
"2015-12-01 00:00:00","assembly","350"
"2015-12-01 00:00:00","c","3075"
"2015-12-01 00:00:00","c#","12055"
"2015-12-01 00:00:00","c++","6517"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","415"
"2015-12-01 00:00:00","java","16401"
"2015-12-01 00:00:00","javascript","20933"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13566"
"2015-12-01 00:00:00","python","11576"
"2015-12-01 00:00:00","r","3162"
"2015-12-01 00:00:00","ruby","2022"
"2015-12-01 00:00:00","swift","4355"
"2016-01-01 00:00:00","assembly","245"
"2016-01-01 00:00:00","c","3026"
"2016-01-01 00:00:00","c#","12291"
"2016-01-01 00:00:00","c++","6067"
"2016-01-01 00:00:00","delphi","317"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16499"
"2016-01-01 00:00:00","javascript","22380"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14388"
"2016-01-01 00:00:00","python","12273"
"2016-01-01 00:00:00","r","3515"
"2016-01-01 00:00:00","ruby","2138"
"2016-01-01 00:00:00","swift","4761"
"2016-02-01 00:00:00","assembly","342"
"2016-02-01 00:00:00","c","3254"
"2016-02-01 00:00:00","c#","12649"
"2016-02-01 00:00:00","c++","6519"
"2016-02-01 00:00:00","delphi","354"
"2016-02-01 00:00:00","go","539"
"2016-02-01 00:00:00","java","17709"
"2016-02-01 00:00:00","javascript","22322"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14726"
"2016-02-01 00:00:00","python","13181"
"2016-02-01 00:00:00","r","3565"
"2016-02-01 00:00:00","ruby","2244"
"2016-02-01 00:00:00","swift","4727"
"2016-03-01 00:00:00","assembly","429"
"2016-03-01 00:00:00","c","3419"
"2016-03-01 00:00:00","c#","13519"
"2016-03-01 00:00:00","c++","6970"
"2016-03-01 00:00:00","delphi","337"
"2016-03-01 00:00:00","go","591"
"2016-03-01 00:00:00","java","19711"
"2016-03-01 00:00:00","javascript","23922"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","14967"
"2016-03-01 00:00:00","python","13984"
"2016-03-01 00:00:00","r","4028"
"2016-03-01 00:00:00","ruby","2252"
"2016-03-01 00:00:00","swift","5049"
"2016-04-01 00:00:00","assembly","407"
"2016-04-01 00:00:00","c","3338"
"2016-04-01 00:00:00","c#","13631"
"2016-04-01 00:00:00","c++","6849"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","599"
"2016-04-01 00:00:00","java","19327"
"2016-04-01 00:00:00","javascript","23286"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14308"
"2016-04-01 00:00:00","python","13552"
"2016-04-01 00:00:00","r","4094"
"2016-04-01 00:00:00","ruby","2211"
"2016-04-01 00:00:00","swift","4731"
"2016-05-01 00:00:00","assembly","321"
"2016-05-01 00:00:00","c","2705"
"2016-05-01 00:00:00","c#","13411"
"2016-05-01 00:00:00","c++","6103"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","577"
"2016-05-01 00:00:00","java","16893"
"2016-05-01 00:00:00","javascript","22850"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14306"
"2016-05-01 00:00:00","python","13036"
"2016-05-01 00:00:00","r","3780"
"2016-05-01 00:00:00","ruby","2127"
"2016-05-01 00:00:00","swift","4391"
"2016-06-01 00:00:00","assembly","288"
"2016-06-01 00:00:00","c","2287"
"2016-06-01 00:00:00","c#","12984"
"2016-06-01 00:00:00","c++","5683"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","546"
"2016-06-01 00:00:00","java","15830"
"2016-06-01 00:00:00","javascript","22025"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13502"
"2016-06-01 00:00:00","python","12831"
"2016-06-01 00:00:00","r","3843"
"2016-06-01 00:00:00","ruby","2098"
"2016-06-01 00:00:00","swift","4774"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c","2335"
"2016-07-01 00:00:00","c#","11923"
"2016-07-01 00:00:00","c++","5429"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14829"
"2016-07-01 00:00:00","javascript","22058"
"2016-07-01 00:00:00","perl","412"
"2016-07-01 00:00:00","php","12798"
"2016-07-01 00:00:00","python","12744"
"2016-07-01 00:00:00","r","3733"
"2016-07-01 00:00:00","ruby","1893"
"2016-07-01 00:00:00","swift","4907"
"2016-08-01 00:00:00","assembly","255"
"2016-08-01 00:00:00","c","2197"
"2016-08-01 00:00:00","c#","12655"
"2016-08-01 00:00:00","c++","4990"
"2016-08-01 00:00:00","delphi","337"
"2016-08-01 00:00:00","go","563"
"2016-08-01 00:00:00","java","15105"
"2016-08-01 00:00:00","javascript","22540"
"2016-08-01 00:00:00","perl","457"
"2016-08-01 00:00:00","php","12798"
"2016-08-01 00:00:00","python","12849"
"2016-08-01 00:00:00","r","3775"
"2016-08-01 00:00:00","ruby","1871"
"2016-08-01 00:00:00","swift","4880"
"2016-09-01 00:00:00","assembly","332"
"2016-09-01 00:00:00","c","2496"
"2016-09-01 00:00:00","c#","11049"
"2016-09-01 00:00:00","c++","5114"
"2016-09-01 00:00:00","delphi","286"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14584"
"2016-09-01 00:00:00","javascript","20324"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12022"
"2016-09-01 00:00:00","python","12282"
"2016-09-01 00:00:00","r","3294"
"2016-09-01 00:00:00","ruby","1919"
"2016-09-01 00:00:00","swift","4838"
"2016-10-01 00:00:00","assembly","396"
"2016-10-01 00:00:00","c","3196"
"2016-10-01 00:00:00","c#","11414"
"2016-10-01 00:00:00","c++","5942"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","529"
"2016-10-01 00:00:00","java","15240"
"2016-10-01 00:00:00","javascript","20333"
"2016-10-01 00:00:00","perl","400"
"2016-10-01 00:00:00","php","12149"
"2016-10-01 00:00:00","python","13443"
"2016-10-01 00:00:00","r","3762"
"2016-10-01 00:00:00","ruby","1816"
"2016-10-01 00:00:00","swift","4715"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3247"
"2016-11-01 00:00:00","c#","11609"
"2016-11-01 00:00:00","c++","6041"
"2016-11-01 00:00:00","delphi","275"
"2016-11-01 00:00:00","go","475"
"2016-11-01 00:00:00","java","15578"
